name,url,price,rating,number of reviews,description,asin,manufacturer
Lavie Sport Chairman Director Business Laptop Bags | Premium Leatherette Business Backpacks for Men & Women | Durable Office Bag for Notebook/MacBook ,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzMyNzc5NjE4Mjc1ODA0OjE2NzU0NDQ2NDU6c3BfYnRmOjIwMTA4NTk1NTk4MDk4OjowOjo&url=%2FLavie-Sport-Chairman-Compatible-compartments%2Fdp%2FB0B45SWK51%2Fref%3Dsr_1_294_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444645%26sprefix%3Dba%252Caps%252C283%26sr%3D8-294-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"1,099",4.1 out of 5 stars,7," 
",B0B45SWK51,Visit the Lavie Sport Store
"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMDI2MzUyNzQ0NjY5MDY4OjE2NzU0NDQ3MjQ6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjM2OTg6OjA6Og&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_289_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444724%26sprefix%3Dba%252Caps%252C283%26sr%3D8-289-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,169",3.9 out of 5 stars,8,not available,B01LXNNFDF,Visit the Urban Tribe Store
Lavie Sport Chairman Director Business Laptop Bags | Premium Leatherette Business Backpacks for Men & Women | Durable Office Bag for Notebook/MacBook ,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMDI2MzUyNzQ0NjY5MDY4OjE2NzU0NDQ3MjQ6c3BfYXRmX25leHQ6MjAxMDg1OTU1OTgwOTg6OjA6Og&url=%2FLavie-Sport-Chairman-Compatible-compartments%2Fdp%2FB0B45SWK51%2Fref%3Dsr_1_290_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444724%26sprefix%3Dba%252Caps%252C283%26sr%3D8-290-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,099",4.1 out of 5 stars,7," 
",B0B45SWK51,Visit the Lavie Sport Store
Half Moon 55 litres Travelling Laptop Bag/Rucksack Backpack for Luggage Travel Journey Trekking Hiking Bags for Men Women Boys and Girls with Laptop Compartment & Rain Cover ,https://www.amazon.in/Half-Moon-Travelling-Rucksack-Compartment/dp/B09WDGZ32L/ref=sr_1_291?crid=2M096C61O4MLT&keywords=bags&qid=1675444724&sprefix=ba%2Caps%2C283&sr=8-291,979,4.0 out of 5 stars,7," 
 This backpack is lightweight water-resistant, capacity of approx 55 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements. Rain cover to protect your Backpack from rain.  ",B09WDGZ32L,Brand: Half Moon
"uppercase 14 Ltrs Medium (14.6 inch) Laptop Backpack 2100EBP1 Roll Top Office - College 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty ",https://www.amazon.in/uppercase-ltrs-backpack-INVALID-DATA_red/dp/B0B691HSL3/ref=sr_1_292?crid=2M096C61O4MLT&keywords=bags&qid=1675444724&sprefix=ba%2Caps%2C283&sr=8-292,"1,000",4.2 out of 5 stars,0," 
 If you feel all backpacks are just the same old boring black and grey bags, read on. Especially if you are stylish and are looking for one that will complement your style. This handcrafted uppercase RollTop Laptop Backpack is the perfect stylish, sleek, and sturdy yet lightweight laptop backpack. It is large enough to hold a 15"" laptop and leave you more than enough space to pack your other essentials. It is visually striking with a classic European design. Whether you are a college student or a working professional, this is the ideal everyday backpack. Designed with care - Spacious compartment that can carry 3+ A4-sized books or a set of clothes, and all your essential chargers and electronics. - Internal organiser to store your power bank and cables. - Front access pocket to easily carry important small items. - Bottle holder on the side. - Convenient trolley sleeve on the back allows it to be securely placed on a trolley for longer journeys. - Superior material quality - Premium Nylon-sheen fabric gives the backpack a smooth and glossy feel that is a joy to touch. - Air mesh on the back optimises breathability and regulates temperature while you wear the backpack. Designed for good - A promise of sustainable and ethical production uppercase is committed to partnering with you in building a world more beautiful. All our products are made from sustainable materials and are GRS (Global Recycle Standard) certified. Our manufacturing processes conform to the highest and most stringent GRS criteria. We ensure fixed working hours, minimum wages, and no child labour. We maintain strict standards in factory safety, energy management, and waste disposal management. We do not use any restricted or harmful chemicals. Every Roll Top Laptop Backpack bought helps reduce 9 1-litre plastic bottles from the planet, helps conserve 117ml of crude oil, and prevents 584g of CO₂ emission. * *Approximate calculations based on information available on www.textilevaluechain.in  ",B0B691HSL3,Visit the uppercase Store
NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel (Red) ,https://www.amazon.in/Nivia-6853-Polyester-Basic-Duffle/dp/B07FWHDDH3/ref=sr_1_293?crid=2M096C61O4MLT&keywords=bags&qid=1675444724&sprefix=ba%2Caps%2C283&sr=8-293,287,4.0 out of 5 stars,6," 
 Nivia basic duffle bag is ultra lightweight and strong enough to carry as much as it fits in. You can carry it easy on your shoulders. Its ultimate style and comfort makes it best option.  ",B07FWHDDH3,Visit the Nivia Store
Probus Traveller Business Laptop Sleeve Sling Bag with Shoulder Strap for 13.3/15.6 inch Laptop ,https://www.amazon.in/Probus-Traveller-Business-Laptop-Sleeve/dp/B07NVC49LS/ref=sr_1_294?crid=2M096C61O4MLT&keywords=bags&qid=1675444724&sprefix=ba%2Caps%2C283&sr=8-294,"1,249",4.3 out of 5 stars,2,not available,B09XBG8GJX,Visit the Probus Store
Lino Perros Backpack ,https://www.amazon.in/Lino-Perros-Women-Colored-Backpack/dp/B084TPL24S/ref=sr_1_295?crid=2M096C61O4MLT&keywords=bags&qid=1675444724&sprefix=ba%2Caps%2C283&sr=8-295,"1,299",4.4 out of 5 stars,7,not available,B084TPL24S,Visit the Lino Perros Store
"PUJI Travel Duffel Bag, overnight shoulder Bag, weekender carry on for women, Women's travel bags Shoulder Weekender Overnight Bag for Women, sports Gym Bag, Sports Tote Gym Bag, workout duffel bag (SIMPLE BAG)( Multicolor ) ",https://www.amazon.in/PUJI-Bag-overnight-weekender-Multicolor/dp/B0B3RTVM2J/ref=sr_1_296?crid=2M096C61O4MLT&keywords=bags&qid=1675444724&sprefix=ba%2Caps%2C283&sr=8-296,"1,469",3.9 out of 5 stars,4,not available,B0B3RTVM2J,Visit the PUJI Store
"Aepigo Men's and Women's Sling Messenger Bag Leather Men Bag Casual Business Messenger Bag for Cross body Bag Male Shoulder Bags Leather Sling Messenger Bag (Brown, L- 10.05inch H- 11.5inch W- 3inch) ",https://www.amazon.in/Aepigo-Genuine-Leather-Messenger-10-5inch/dp/B0953Q6QVN/ref=sr_1_297?crid=2M096C61O4MLT&keywords=bags&qid=1675444724&sprefix=ba%2Caps%2C283&sr=8-297,549,3.9 out of 5 stars,4,not available,B0953Q6QVN,Brand: Aepigo
"Pop It Bag Unicorn Shape Sling Bag Crossbody Bag for Kids, Pop It Bag for Girls, Pop It Fidget Toy Shoulder Bag, Fidget Purse for Kids Stress Relief Toys, Multicolor Random Collection ",https://www.amazon.in/Unicorn-Crossbody-Shoulder-Multicolor-Collection/dp/B09N74VDY7/ref=sr_1_298?crid=2M096C61O4MLT&keywords=bags&qid=1675444724&sprefix=ba%2Caps%2C283&sr=8-298,947,3.7 out of 5 stars,9," 
 QBLYN . It scores high on the aspect of utility . It has a Compact design . This is what makes it worth the buy.  ",B09N74VDY7,Brand: Generic
URBAN TRIBE Move Travel/Office/Casual/Laptop Backpack ,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMDI2MzUyNzQ0NjY5MDY4OjE2NzU0NDQ3MjQ6c3BfbXRmOjIwMTA0MTQwMjY0Mjk4OjowOjo&url=%2FURBAN-TRIBE-Move-Backpack-Repellent%2Fdp%2FB0BP1QM6W5%2Fref%3Dsr_1_299_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444724%26sprefix%3Dba%252Caps%252C283%26sr%3D8-299-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA385M0TPSNV7VS,249,3.5 out of 5 stars,," 
 Made with strong and premium 450D Polyester Max padded 15.4"" Laptop compartment Cool and stylish looks Unique front quick access mesh pockets Large front pocket for extra convenience Available in smart colors  ",B0BP1QM6W5,Visit the Urban Tribe Store
"Wenger 17.5"" ScanSmart Laptop Backpack, 30 Litres, Black, Swiss Designed-blend of style & function, 612014 ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMDI2MzUyNzQ0NjY5MDY4OjE2NzU0NDQ3MjQ6c3BfbXRmOjIwMDc4OTIwNzc5Mzk4OjowOjo&url=%2FScanSmart-Backpack-Designed-blend-function-612014%2Fdp%2FB09V1GJ7D6%2Fref%3Dsr_1_300_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444724%26sprefix%3Dba%252Caps%252C283%26sr%3D8-300-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"1,298",4.0 out of 5 stars,," 
 The Wenger 17.5"" ScanSmart Laptop Backpack marries contemporary design with innovative storage solutions. Crafted from durable polyester, this backpack means business. This classic backpack is simple yet stylish. Its minimalistic look makes it the ideal accessory to take along to the office, college, school or on trips. Brought to you by Wenger, a renowned Swiss company since 1893.  ",B09V1GJ7D6,Visit the WENGER Store
American Tourister Polyester Soft 29 cms Travel Duffle(FA0 (0) 09 001_Black) ,https://www.amazon.in/Kamiliant-American-Tourister-BRIO-52CM/dp/B0849FBKPM/ref=sr_1_301?crid=2M096C61O4MLT&keywords=bags&qid=1675444724&sprefix=ba%2Caps%2C283&sr=8-301,"5,600",4.0 out of 5 stars,3," 
 Kamiliant brio wheel duffle comes with premium 600 d polyester Fabric. This sporty wheel duffle is an ideal travel companion. With the accessible front pocket proves that style can co-exist with ease of access. Meets airline cabin and check-in size requirements of most airlines.  ",B0849FBKPM,Visit the American Tourister Store
Handbag For Women And Girls | Ladies Purse Handbag |Gifts For Women | Women Shoulder Bags | Side Handbags | Wedding Gifts For Woman | Women Designer Bags | Travel Purse Handbag ,https://www.amazon.in/Handbag-Shoulder-Handbags-Wedding-Designer/dp/B0BLNV1G5G/ref=sr_1_302?crid=2M096C61O4MLT&keywords=bags&qid=1675444724&sprefix=ba%2Caps%2C283&sr=8-302,999,3.1 out of 5 stars,," 
 Take on the world with sleek style and all of your organization essentials in hand when you pack them in these Bags, Shoulder Bags, and Handbags from Jordan Cool. This stylish Polyurethane bag has a pebbled finish for texture and durability, the handbag however is most comfortable for you.There is so much space and so comfortable wearing on the shoulder. Lots of room and compartments. Can carry all you need when you go out shopping, working, dating or on other occasions. This tote bag can meet your different needs, Shoulder or Crossbody... It's perfect!!!PERFECT LARGE SIZE SIZE To Store All Your Goods Such As Mini iPad, cellphone, wallet, pencils, umbrella, binders, glasses, books, notebook, water bottle keys, makeups, and more.High Quality: This bag is made of good quality retro Polyurethane. Comfortable, durable, breathable, and lightweight, decreasing pressure on the shoulder, all bags have been done anti-shock & wear-resistant tests, and good purses, and handbags for women. ",B0BLNV1G5G,Brand: Generic
"Heart choice stylish college school travel office bag, Casual laptop compartment ,Casual Backpack for Men Women Boys Girls Waterproof ( Bro khadi Blue ) ",https://www.amazon.in/Heart-choice-bag-compartment-Waterproof/dp/B0BS99XDQC/ref=sr_1_303?crid=2M096C61O4MLT&keywords=bags&qid=1675444724&sprefix=ba%2Caps%2C283&sr=8-303,499,3.8 out of 5 stars,," 
 ABOUT THE MANUFACTURER & THE BRAND At HEART CHOICE Bags, we believe travel should be fun. We take pride in making stylish, high quality, and yes, fun backpacks that you can rely on. Marking our presence in 100+ countries making it the most preferred luggage brand worldwide. ABOUT THE PRODUCT HEART CHOICE Bags is most stylish, comfortable, and fits for laptop and laptop accessories, school books, lunch and much more. Made out of polyester fabric, it has got a very elegant look. This lightweight & voluminous backpack comes with multiple organized compartments that make it perfect for your college/ office/ School or as a carry-on for that weekend trip. Made of durable double dot polyester fabric, this backpack is equipped with 4 compartments to hold enough notebooks, textbooks & journals for your school/college or clothes & additional supplies for a day or two of travel. It has an internal organizer that provides easy access to your wallet, phone, charger, stationery, keys or whatever you need on the go and still has ample space left for your headphones, your personal diary or the novel you're reading on your commute. It has padded mesh back & shoulder straps with a breathable system for better back support. It comes with pockets on to comfortably accommodate your bottle or umbrella for convenience of access. Protect your bag from rainy weather or dust with a lightweight, packable that's made with an adjustable elastic closure for a secure fit around your backpack. Each backpack passes a series of rigorous global quality tests by HEART CHOICE Bags tourister. This bagpack can be used as a laptop bag, school bag, casual backpack, college bag, travel bag, etc. Its clean design makes the backpack ideal for classrooms and boardrooms.  ",B0BS99XDQC,Visit the Heart choice Store
KRISHIV Crocodile PU Vegan Faux Leather Laptop Bags | Stylish Laptop Bag | Shoulder Sling Office Business Messenger for Men & Women ,https://www.amazon.in/Crocodile-KRISHIV-Shoulder-Business-Messenger/dp/B09MND262G/ref=sr_1_304?crid=2M096C61O4MLT&keywords=bags&qid=1675444724&sprefix=ba%2Caps%2C283&sr=8-304,499,4.0 out of 5 stars,",32",not available,B09MND262G,Visit the KRISHIV Store
American Tourister Polyester 30 Litres Black laptop Backpack ,https://www.amazon.in/American-Tourister-Polyester-Litres-Backpack/dp/B0BS18YH77/ref=sr_1_305?crid=2M096C61O4MLT&keywords=bags&qid=1675444724&sprefix=ba%2Caps%2C283&sr=8-305,890,3.9 out of 5 stars,2," 
 AMERICAN TOURISTER SWAGPACK COLLECTION :- A COMBINATION OF DURABILITY AND DESIGN THAT IS CRAFTED TO ADD STYLE AND ELEGANCE TO YOUR EVERY MOVE! PREMIUM RUBBERISED PULLERS MESH PADDED SHOULDER STRAPS. 10MM ROBUST MESH BACK PADDING AND PADDED TOP HANDLE FRONT ORGANISER AND SIDE BOTTLE POCKET SO GET READY TO GIVE TRAVELLING IN STYLE A NEW MEANING.  ",B0BS18YH77,Visit the American Tourister Store
Zipline Unisex Messenger Bags ,https://www.amazon.in/Zipline-Executive-Briefcase-Messenger-compartments/dp/B083BWTPZF/ref=sr_1_306?crid=2M096C61O4MLT&keywords=bags&qid=1675444724&sprefix=ba%2Caps%2C283&sr=8-306,"2,340",4.2 out of 5 stars,",16"," 
",B083BWTPZF,Visit the Zipline Store
DEVCHHAYA ENTERPRISE Large Capacity Travel Cosmetic Bag - Waterproof Portable PU Leather Makeup Bag - Travel Makeup Bags with Handle - Multifunctional Storage Toiletry Bag for Women - Multicolor ,https://www.amazon.in/DEVCHHAYA-ENTERPRISE-Capacity-Travel-Cosmetic/dp/B0BSS4W1D5/ref=sr_1_307?crid=2M096C61O4MLT&keywords=bags&qid=1675444724&sprefix=ba%2Caps%2C283&sr=8-307,843,4.2 out of 5 stars,9," 
 It is a Multifunctional Storage Makeup Bag, Leather Makeup Bag for Makeup & Toiletries Cosmetics. The Large-capacity travel cosmetic bag features a multi-compartment double-layer design with extra capacity to hold all your makeup, making it ideal for travel. Large openings make it more convenient for you to use, whether it is a daily outing, work, or travel, it is an excellent cosmetic bag. Large Capacity Travel makeup bags pouch are made of PU leather fabric, which is easy to clean and waterproof. The zipper of the makeup travel bag opening design is reasonable; it's an easy-to-handle and very practical zipper pouch. Not only can be used as a travel Cosmetic case, but the makeup bag is also a wash bag, and a toiletry bag, suitable for all kinds of daily or travel use, and will also bring great convenience to your life. The cosmetic bag can hold skin care products and various cosmetics, and the small cosmetic bag can hold some small objects. It can be used in daily life or travel. The perfect gift for relatives and friends.  ",B0BSS4W1D5,Brand: Generic
"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMDYwNTE4MTg1MDk0NjE6MTY3NTQ0NDc5OTpzcF9hdGZfbmV4dDoyMDEwNDE0MDI2MzY5ODo6MDo6&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_305_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444799%26sprefix%3Dba%252Caps%252C283%26sr%3D8-305-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,169",3.9 out of 5 stars,8,not available,B01LXNNFDF,Visit the Urban Tribe Store
Lavie Sport Chairman Director Business Laptop Bags | Premium Leatherette Business Backpacks for Men & Women | Durable Office Bag for Notebook/MacBook ,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMDYwNTE4MTg1MDk0NjE6MTY3NTQ0NDc5OTpzcF9hdGZfbmV4dDoyMDEwODU5NTU5ODA5ODo6MDo6&url=%2FLavie-Sport-Chairman-Compatible-compartments%2Fdp%2FB0B45SWK51%2Fref%3Dsr_1_306_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444799%26sprefix%3Dba%252Caps%252C283%26sr%3D8-306-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,099",4.1 out of 5 stars,7," 
",B0B45SWK51,Visit the Lavie Sport Store
"DOUBLE R BAGS Eco Reusable Print Jute Cloth Shopping Bags for Daily use Market Carry Milk Grocery Fruits Vegetable Organizer Shopping Bag | Lunch Bag | Tiffin Bag | Jute Bag (Orange,Pack of 1) ",https://www.amazon.in/DOUBLE-BAGS-Reusable-Vegetable-Organizer/dp/B09SWXNHKK/ref=sr_1_307?crid=2M096C61O4MLT&keywords=bags&qid=1675444799&sprefix=ba%2Caps%2C283&sr=8-307,301,4.2 out of 5 stars,1,not available,B09SWXNHKK,Visit the DOUBLE R BAGS Store
"uppercase 14 Ltrs Medium (14.6 inch) Laptop Backpack 2100EBP1 Roll Top Office - College 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty ",https://www.amazon.in/uppercase-ltrs-backpack-INVALID-DATA_red/dp/B0B691HSL3/ref=sr_1_308?crid=2M096C61O4MLT&keywords=bags&qid=1675444799&sprefix=ba%2Caps%2C283&sr=8-308,"1,000",4.2 out of 5 stars,0," 
 If you feel all backpacks are just the same old boring black and grey bags, read on. Especially if you are stylish and are looking for one that will complement your style. This handcrafted uppercase RollTop Laptop Backpack is the perfect stylish, sleek, and sturdy yet lightweight laptop backpack. It is large enough to hold a 15"" laptop and leave you more than enough space to pack your other essentials. It is visually striking with a classic European design. Whether you are a college student or a working professional, this is the ideal everyday backpack. Designed with care - Spacious compartment that can carry 3+ A4-sized books or a set of clothes, and all your essential chargers and electronics. - Internal organiser to store your power bank and cables. - Front access pocket to easily carry important small items. - Bottle holder on the side. - Convenient trolley sleeve on the back allows it to be securely placed on a trolley for longer journeys. - Superior material quality - Premium Nylon-sheen fabric gives the backpack a smooth and glossy feel that is a joy to touch. - Air mesh on the back optimises breathability and regulates temperature while you wear the backpack. Designed for good - A promise of sustainable and ethical production uppercase is committed to partnering with you in building a world more beautiful. All our products are made from sustainable materials and are GRS (Global Recycle Standard) certified. Our manufacturing processes conform to the highest and most stringent GRS criteria. We ensure fixed working hours, minimum wages, and no child labour. We maintain strict standards in factory safety, energy management, and waste disposal management. We do not use any restricted or harmful chemicals. Every Roll Top Laptop Backpack bought helps reduce 9 1-litre plastic bottles from the planet, helps conserve 117ml of crude oil, and prevents 584g of CO₂ emission. * *Approximate calculations based on information available on www.textilevaluechain.in  ",B0B691HSL3,Visit the uppercase Store
